area,rooms,bathroom,parking spaces,floor,hoa,rent amount,property tax,fire insurance,total
56,1,1,0,2,0,8000,280,102,8382
430,4,3,4,1,2880,9000,734,115,12730
288,3,3,3,0,0,12000,878,181,13060
79,2,2,1,1,600,2000,75,26,2701
341,3,3,2,6,2600,4400,825,56,7881
60,2,2,1,10,1938,3400,300,44,5682
300,4,4,3,0,0,12900,584,194,13680
123,3,3,0,0,0,4000,42,61,4103
59,2,2,1,12,360,2200,18,28,2606
35,1,1,0,0,0,1100,3,14,1117
42,1,1,0,0,0,1600,50,25,1675
55,1,1,1,11,1020,2166,109,28,3323
38,1,1,0,3,200,1685,30,22,1937
318,5,3,2,0,0,3840,600,58,4498
60,1,1,0,0,0,1300,144,20,1464
280,3,4,3,0,0,8000,500,121,8621
195,4,3,3,7,2600,10000,1336,127,14060
82,2,2,1,2,1500,2450,192,32,4174
110,2,1,1,2,130,980,52,13,1175
376,3,3,7,0,0,8000,834,121,8955
139,3,3,3,3,1260,2700,417,35,4412
300,4,3,4,9,2400,15000,0,191,17590
289,3,3,2,6,2850,15000,777,191,18820
100,2,1,2,0,0,3200,67,49,3316
65,2,2,1,9,682,1039,42,14,1777
55,2,1,1,1,270,900,34,12,1216
98,1,2,2,9,1241,4000,422,51,5714
76,3,2,0,4,780,1600,54,21,2455
89,3,2,2,19,900,6000,184,77,7161
155,4,3,2,16,1050,3500,459,45,5054
137,3,4,2,2,1300,2200,334,28,3862
88,2,2,2,8,1000,4500,134,58,5692
102,3,3,1,9,1100,1500,105,20,2725
300,2,4,2,0,0,3250,0,49,3299
115,3,2,1,12,1363,3000,210,39,4612
198,3,4,2,12,2600,11500,667,146,14910
57,2,2,1,8,358,2550,132,33,3073
185,3,3,2,6,1200,2200,100,28,3528
62,2,1,1,1,750,1650,0,21,2421
86,3,3,0,10,1100,3000,100,39,4239
35,1,1,1,6,886,1250,90,16,2242
144,3,2,2,8,1500,3600,84,46,5230
210,3,3,4,1,3100,6500,1400,83,11080
294,3,6,3,0,0,2550,512,39,3101
232,4,3,4,0,0,4500,342,68,4910
260,4,2,3,0,0,3850,430,58,4338
100,5,5,2,0,0,4500,382,68,4950
280,4,3,4,0,2307,3100,341,47,5795
120,1,2,2,16,1000,9000,700,115,10820
90,3,2,1,5,1300,3780,292,48,5420
500,3,3,5,0,0,8500,534,128,9162
200,2,2,2,11,2900,11000,560,140,14600
290,4,3,1,5,1350,2600,192,33,4175
200,5,6,4,6,3300,5000,1250,64,9614
208,4,2,4,0,0,4500,282,68,4850
220,3,3,2,11,4500,9000,584,115,14200
270,3,4,3,10,3809,9500,1792,121,15220
280,4,4,2,5,4200,4000,1042,51,9293
200,3,4,3,1,3500,8500,1250,108,13360
230,4,5,0,0,0,7600,300,115,8015
47,1,1,1,18,582,2700,135,35,3452
250,3,3,2,7,2750,5500,792,70,9112
400,4,5,4,8,3884,8700,1671,111,14370
220,3,4,2,7,2000,3900,750,50,6700
249,3,3,3,0,0,9000,834,136,9970
227,3,3,4,0,0,3200,290,49,3539
33,1,1,1,5,1750,1000,100,13,2863
22,1,1,0,0,0,976,0,15,991
97,1,1,0,12,468,750,61,10,1289
61,1,1,0,9,394,1600,0,21,2015
400,3,6,6,0,0,6500,375,98,6973
280,4,3,3,0,1300,8500,1084,128,11010
60,1,1,2,0,0,1660,50,25,1735
55,2,1,1,0,550,1250,0,16,1816
100,3,2,8,0,0,2000,82,31,2113
64,2,2,1,11,854,2169,0,15,3038
70,2,2,0,24,800,4000,50,51,4901
250,2,2,1,0,0,4800,534,73,5407
40,1,1,1,8,1800,4800,350,61,7011
73,2,2,1,13,700,1250,150,16,2116
140,3,2,2,23,900,5000,142,64,6106
37,1,1,0,0,0,900,75,14,989
26,1,1,0,11,284,2350,54,18,2706
84,2,2,2,20,1250,9600,217,122,11190
32,1,1,1,4,550,2800,44,36,3430
200,6,4,2,0,0,5600,4710,85,10400
187,3,4,3,14,1700,14000,1209,178,17090
45,1,1,1,13,606,2500,15,32,3153
100,3,2,3,0,0,2200,0,34,2234
130,3,2,3,0,139,1850,115,28,2132
75,2,1,2,1,235,1400,25,18,1678
123,3,2,2,7,1000,2450,250,32,3732
100,3,2,2,1,700,2200,105,28,3033
500,3,4,7,0,0,9300,1060,140,10500
118,3,2,1,4,1800,6000,22,77,7899
600,4,3,4,2,1,6400,0,82,6483
80,2,1,1,19,726,2200,158,28,3112
167,3,3,2,0,0,3700,311,56,4067
600,4,4,4,0,0,6800,1000,103,7903
74,2,1,0,2,1,2500,1,32,2534
380,5,7,4,21,3200,6000,2084,77,11360
100,2,1,0,0,0,5000,125,76,5201
150,5,5,4,3,1800,3700,917,47,6464
65,2,1,1,8,600,1700,92,22,2414
35,1,1,0,1,0,950,30,13,993
330,4,6,3,7,5457,15000,2475,191,23120
100,2,2,1,0,0,2200,201,34,2435
156,3,4,3,8,1600,4200,305,54,6159
80,3,2,2,0,0,7000,167,106,7273
50,2,2,1,9,390,1800,0,23,2213
40,1,1,1,8,632,1630,18,21,2301
142,3,4,3,2,1400,5100,691,65,7256
110,3,2,3,7,1631,2100,542,27,4300
70,2,2,1,1,280,1000,138,13,1431
76,2,2,2,3,900,4500,0,58,5458
59,2,1,1,3,270,1400,417,18,2105
100,3,2,0,7,750,2020,132,26,2928
88,3,2,2,1,900,1950,104,25,2979
37,1,1,1,1,604,2600,252,33,3489
54,2,1,1,1,280,2597,0,33,2910
244,3,3,4,16,3000,9000,984,115,13100
158,3,3,2,1,2063,10900,706,139,13810
65,2,2,2,18,800,4450,0,18,5268
100,3,2,1,5,1221,1200,38,16,2475
42,1,1,1,9,768,3696,17,47,4528
60,2,2,1,21,1600,5550,142,71,7363
164,4,4,3,22,1600,6205,434,79,8318
220,3,2,2,4,3100,6400,700,82,10280
83,1,1,1,15,4000,6000,255,77,10330
41,1,1,0,0,250,1180,0,15,1445
213,3,4,0,13,1885,4500,750,58,7193
43,1,1,0,7,460,2000,8,26,2494
123,2,1,0,3,1909,2850,336,37,5132
750,4,7,7,0,0,15000,3084,226,18310
180,2,2,0,2,0,2850,0,37,2887
33,1,1,0,18,350,1300,21,17,1688
75,3,1,1,0,0,2450,0,37,2487
64,1,1,1,10,650,3700,58,47,4455
500,4,6,3,0,6466,7300,2536,110,16410
440,3,4,2,20,4578,12750,1356,162,18850
220,2,4,3,26,2000,12960,834,165,15960
44,1,1,1,6,571,2000,130,26,2727
530,5,6,4,2,8300,15000,5000,191,28490
103,2,3,2,17,7000,9000,500,115,16620
22,1,1,0,25,472,2200,55,28,2755
400,3,4,4,0,0,12000,1667,181,13850
56,1,1,0,9,390,1300,37,17,1744
39,1,1,0,2,364,2100,60,27,2551
220,4,4,0,5,4500,9500,1250,121,15370
35,1,1,1,0,60,1249,0,8,1317
80,2,2,5,0,0,3000,59,46,3105
192,3,3,3,16,1790,6500,630,83,9003
33,1,1,0,2,200,1350,0,18,1568
47,3,1,1,9,300,1500,0,20,1820
83,2,1,8,0,0,4550,405,69,5024
400,4,6,3,0,1200,8000,1009,121,10330
350,5,6,6,10,7000,15000,417,191,22610
40,1,1,0,1,240,950,84,13,1287
100,2,1,0,7,800,1659,0,22,2481
363,3,5,4,10,4040,3072,1112,39,8263
235,3,2,1,0,0,6000,825,91,6916
147,4,2,0,8,1150,2800,258,36,4244
298,4,5,5,10,2800,3200,2649,41,8690
145,3,3,2,7,1400,5500,0,70,6970
268,4,4,0,9,4500,6791,1405,87,12780
73,3,2,2,5,762,2000,204,26,2992
49,1,1,0,11,443,4100,89,52,4684
103,3,3,0,6,1530,6000,320,77,7927
180,3,3,3,0,0,2400,0,37,2437
120,3,1,1,0,0,2625,0,26,2651
180,2,3,3,7,3300,7600,1025,54,11980
66,1,1,2,1,800,2800,200,36,3836
45,2,1,1,9,477,1950,0,25,2452
53,2,1,1,8,561,1890,95,24,2570
50,1,1,0,0,0,900,18,14,932
67,1,1,1,14,920,2600,72,33,3625
42,1,1,0,1,400,1150,27,15,1592
90,3,2,2,10,592,3100,83,40,3815
174,3,4,3,6,2200,13500,814,172,16690
240,4,3,3,10,4976,15000,1813,191,21980
255,3,4,2,10,2600,6000,500,77,9177
82,2,1,1,5,860,3400,0,44,4304
139,3,5,3,3,1090,6700,232,85,8107
110,1,3,2,6,1500,8000,417,102,10020
75,3,2,1,3,460,1200,75,16,1751
84,3,1,1,17,758,2350,50,30,3188
160,4,3,2,0,0,3800,250,58,4108
176,3,5,3,3,1350,5200,442,66,7058
170,3,3,2,9,1500,4500,503,58,6561
24,1,1,0,3,250,1500,80,20,1850
70,2,1,0,0,0,1700,255,26,1981
107,2,2,1,0,400,2600,0,33,3033
113,3,2,1,4,1000,3000,50,39,4089
138,3,3,2,0,0,2700,141,41,2882
124,3,2,3,7,1450,6600,300,84,8434
291,4,3,2,0,0,3300,208,50,3558
117,2,3,3,15,1500,9000,560,115,11180
450,4,5,4,0,0,6550,1086,99,7735
530,4,6,4,11,4310,2569,2417,33,9329
180,3,3,2,11,1300,4000,409,51,5760
87,3,1,1,6,730,1200,64,16,2010
96,2,2,2,25,1200,9000,0,115,10320
120,3,4,1,10,1600,3433,265,10,5308
63,2,2,1,11,453,2800,149,36,3438
126,2,3,1,9,2000,10000,317,127,12440
140,3,3,1,15,1533,6000,370,77,7980
100,2,3,2,2,1320,5500,478,70,7368
94,2,2,2,3,890,4000,165,51,5106
174,3,4,3,15,2500,10400,817,132,13850
100,3,2,2,0,550,3570,63,54,4237
69,2,2,2,5,853,1900,210,25,2988
29,1,1,0,18,298,2300,25,30,2653
180,3,3,1,3,2200,3100,300,22,5622
300,2,3,2,0,0,4900,292,74,5266
110,3,3,2,0,560,3200,88,49,3897
230,4,3,3,3,2500,7900,0,101,10500
94,2,1,0,3,200,1200,0,16,1416
136,3,3,3,15,1450,7900,490,101,9941
65,3,2,1,2,512,1960,135,25,2632
98,3,2,0,0,580,1628,61,21,2290
560,7,7,8,0,0,9000,911,136,10050
136,3,2,1,10,1300,6500,267,47,8114
80,2,1,0,1,0,1200,0,16,1216
110,3,3,1,11,1375,3000,191,39,4605
48,1,1,1,8,415,2000,0,8,2423
450,5,4,3,0,0,12000,1201,181,13380
250,4,5,4,2,2900,15000,1000,191,19090
500,4,5,4,0,0,12750,2087,192,15030
89,3,2,1,7,860,1800,70,23,2753
400,5,3,6,0,0,13950,1880,210,16040
90,3,2,2,1,1800,2730,334,35,4899
47,2,2,2,6,520,2611,24,34,3189
40,1,1,1,13,1840,2990,409,38,5277
175,3,2,0,0,0,2000,0,31,2031
80,2,2,2,4,850,2450,250,32,3582
63,2,1,1,1,470,1300,38,17,1825
40,1,1,0,16,580,1105,0,14,1699
35,1,1,0,1,250,1305,0,17,1572
390,3,3,2,0,0,7680,600,116,8396
40,1,1,0,1,600,1300,0,17,1917
135,3,3,2,14,946,2690,361,35,4032
37,1,1,0,12,346,2900,69,37,3352
60,2,2,1,22,550,4000,0,51,4601
380,4,2,4,0,0,4600,700,70,5370
55,1,1,1,3,260,1100,30,14,1404
140,3,3,2,0,0,4900,25,74,4999
171,3,2,1,13,1200,2500,300,32,4032
45,1,1,1,12,1088,2860,0,13,3961
300,3,2,4,0,0,2700,250,41,2991
430,4,5,5,0,0,13000,474,196,13670
217,3,4,3,1,2884,6500,0,83,9467
58,2,1,1,4,636,2493,80,9,3218
45,2,1,0,1,100,1270,0,17,1387
55,2,1,1,18,635,1990,80,26,2731
200,2,2,6,0,0,4500,292,68,4860
59,2,2,1,3,1150,2880,190,13,4233
38,1,1,1,12,580,2000,100,26,2706
65,2,2,1,14,610,1300,3,17,1930
170,3,2,1,12,1700,5500,415,70,7685
470,4,4,4,15,3800,11000,1080,140,16020
340,4,5,5,12,6000,10000,1250,127,17380
60,1,1,0,3,250,1300,75,17,1642
40,2,1,0,11,526,2500,129,32,3187
160,3,3,2,0,0,4680,212,71,4963
20,1,1,0,5,602,1800,130,23,2555
45,1,1,0,12,413,3400,81,44,3938
52,2,1,0,3,0,1340,0,17,1357
276,3,4,3,11,2590,7000,594,89,10270
30,1,1,0,0,0,850,67,13,930
51,2,1,1,16,427,3350,121,43,3941
230,4,6,4,12,2850,3500,2658,45,9053
50,1,1,1,13,650,2300,4,30,2984
380,4,6,4,7,3570,4900,1193,63,9726
120,3,1,4,0,0,3500,260,53,3813
300,4,3,2,0,0,15000,1040,226,16270
198,3,2,2,8,1400,3250,334,42,5026
98,2,2,0,8,600,4500,0,58,5158
50,1,1,0,3,284,650,14,9,957
62,2,2,1,8,841,3600,159,46,4646
50,2,2,1,4,1402,3115,215,9,4741
190,3,2,1,0,0,4500,84,68,4652
80,3,3,0,1,1180,2800,0,36,4016
235,4,4,4,5,3330,14900,1417,189,19840
305,3,3,3,8,3100,5500,2167,70,10840
42,1,1,0,6,1290,1650,184,21,3145
120,2,2,2,0,0,2690,226,41,2957
80,3,3,2,0,0,5000,42,76,5118
300,4,3,3,20,2800,12000,1223,153,16180
106,3,2,2,6,1400,6900,275,88,8663
54,1,1,1,2,780,4300,125,55,5260
120,2,3,0,0,0,7000,450,106,7556
78,3,3,2,10,639,2800,117,36,3592
70,2,1,0,24,450,3200,50,41,3741
65,3,2,1,2,512,1840,135,24,2511
40,1,1,0,9,299,1450,30,19,1798
277,2,3,4,19,5295,13000,1550,165,20010
50,2,1,1,12,951,3700,88,47,4786
284,3,2,2,9,2300,6600,584,84,9568
34,1,1,0,12,370,2600,74,33,3077
42,1,1,1,9,600,3600,125,46,4371
260,3,4,2,0,0,7609,876,115,8600
440,4,4,4,0,0,4000,417,61,4478
150,3,2,0,3,715,1700,210,22,2647
198,4,4,3,10,1750,4092,1312,52,7206
55,1,1,1,0,0,1100,80,14,1194
43,1,1,1,3,730,1900,62,25,2717
90,2,2,2,16,867,4800,203,61,5931
600,5,7,5,0,0,5200,155,79,5434
311,4,4,4,7,2100,15000,0,191,17290
57,2,1,1,24,540,3500,135,45,4220
92,3,2,2,0,150,2200,198,34,2582
125,3,3,2,1,1367,2999,498,38,4902
200,4,2,2,0,0,6000,250,91,6341
129,3,2,2,9,880,2250,156,29,3315
210,3,4,4,13,3125,12000,1385,153,16660
310,3,3,2,0,0,10400,0,157,10560
260,4,4,4,0,0,4500,0,68,4568
500,3,3,7,0,0,5500,84,83,5667
56,2,2,1,7,600,3500,0,45,4145
100,3,2,2,10,2152,3500,227,45,5924
140,2,3,2,13,1700,6750,365,86,8901
168,3,4,2,9,1800,5500,65,70,7435
146,3,3,3,11,1655,7000,442,89,9186
100,2,2,2,5,1027,3300,128,42,4497
61,2,1,1,1,609,1220,0,16,1845
90,2,1,1,1,800,1600,84,21,2505
40,1,1,1,8,440,2800,100,36,3376
218,4,4,2,1,2250,5500,692,70,8512
42,1,1,1,7,530,3000,35,39,3604
75,3,3,0,12,650,2660,10,34,3354
54,2,2,1,12,700,1750,3,23,2476
75,3,1,1,7,480,1093,59,14,1646
114,2,2,2,15,1200,4998,0,64,6262
36,1,1,0,6,423,2680,47,34,3184
105,3,2,2,2,1320,6500,275,83,8178
55,1,1,1,10,550,720,80,10,1360
75,2,1,1,11,670,1100,80,14,1864
125,3,2,2,0,0,1800,5,28,1833
111,2,2,2,8,1600,7750,472,99,9921
250,3,3,3,13,2800,5850,0,75,8725
60,2,1,0,6,450,1524,0,5,1979
33,1,1,1,8,659,1684,99,7,2449
100,3,2,1,15,870,1800,178,23,2871
200,3,4,2,0,0,3250,292,49,3591
144,3,2,3,0,890,4000,138,61,5089
44,2,1,1,4,310,1800,34,23,2167
174,3,3,2,0,20,4300,183,39,4542
16,1,1,0,2,0,2700,5,35,2740
92,3,3,2,11,780,1700,167,22,2669
195,4,6,3,12,1400,8000,750,102,10250
45,1,1,1,1,3000,5520,0,70,8590
48,2,2,1,0,80,1900,0,29,2009
140,2,1,2,0,0,5000,584,76,5660
67,1,1,0,0,0,1300,55,20,1375
250,3,2,8,0,0,10000,0,151,10150
717,5,5,8,16,4300,2500,5032,32,11860
178,3,2,1,2,1200,1900,180,25,3305
220,4,5,3,5,3000,7800,1000,99,11900
300,3,6,6,0,0,5000,1000,76,6076
120,3,2,2,0,0,3800,0,58,3858
200,5,2,4,0,0,3200,269,49,3518
100,2,1,1,5,1400,3800,234,49,5483
190,3,3,2,10,2700,4000,667,51,7418
55,2,1,2,4,780,1060,142,14,1996
55,2,1,1,4,735,1621,90,21,2467
135,2,3,3,8,1600,4200,459,54,6313
80,3,2,2,17,560,2500,175,32,3267
74,2,2,2,9,500,4920,0,63,5483
30,1,1,1,8,658,3500,123,45,4326
136,3,2,1,7,1780,3500,250,45,5575
90,3,2,1,10,1686,3190,125,41,5042
55,1,1,1,6,437,1600,0,21,2058
75,2,1,0,0,0,1500,325,23,1848
100,2,2,1,0,0,4800,321,73,5194
20,1,1,0,5,420,1700,54,22,2196
100,3,1,0,5,900,1617,0,7,2524
144,2,4,6,0,0,2196,225,34,2455
120,2,3,2,19,0,9920,0,126,10050
39,1,1,0,8,300,2000,0,26,2326
90,2,2,0,3,180,1800,375,23,2378
287,4,4,3,0,0,15000,840,226,16070
53,2,2,1,7,412,1500,117,20,2049
30,1,1,1,10,1700,4600,0,59,6359
150,3,2,1,7,1600,6000,284,77,7961
41,2,1,0,16,270,1200,0,16,1486
115,2,1,1,0,0,1750,134,27,1911
30,1,1,0,0,0,820,50,13,883
84,2,2,1,18,505,1854,115,24,2498
162,3,2,2,7,1250,8000,42,102,9394
40,1,1,1,10,582,1430,0,19,2031
500,4,4,8,12,5000,15000,5200,191,25390
370,7,6,8,0,0,10000,1875,151,12030
85,1,2,0,2,575,2388,0,10,2973
100,2,2,1,0,0,3500,125,53,3678
160,4,2,3,0,0,3450,278,52,3780
85,1,2,1,14,753,2431,93,18,3295
52,1,1,1,7,470,2000,89,26,2585
40,1,1,1,0,0,900,0,14,914
55,1,1,1,5,730,750,80,10,1570
320,3,6,2,12,2060,4900,874,63,7897
72,2,2,1,4,880,2100,27,27,3034
90,2,1,1,2,1000,3000,50,39,4089
200,3,4,1,10,1600,1260,550,16,3426
72,1,2,1,3,800,4600,0,59,5459
110,3,2,2,6,950,5550,385,71,6956
49,1,1,1,5,430,1800,21,23,2274
26,1,1,0,2,0,2060,0,27,2087
540,4,5,5,13,3414,5100,2236,65,10820
150,2,1,0,0,0,1250,55,19,1324
65,2,2,1,8,956,3800,7,50,4813
42,1,1,1,17,1352,1900,150,25,3427
164,3,3,1,1,2389,6300,117,80,8886
50,2,1,1,7,240,950,40,13,1243
60,1,1,1,11,2357,5440,277,69,8143
143,3,3,2,6,1600,3300,250,42,5192
214,3,3,3,8,2498,4750,735,61,8044
70,2,1,1,12,1400,3000,3000,39,7439
53,1,1,0,3,480,1480,0,19,1979
250,3,3,6,0,0,4250,519,64,4833
250,3,2,4,0,0,6000,875,91,6966
83,3,1,1,3,950,2500,197,32,3679
120,3,3,1,7,1306,4575,140,58,6079
64,1,2,1,4,850,3700,185,47,4782
55,1,1,1,1,600,2230,0,29,2859
50,1,1,0,0,0,840,34,13,887
200,4,4,3,7,2800,6141,997,78,10020
100,2,1,2,0,0,3000,172,46,3218
100,2,3,3,0,1200,7650,250,97,9197
37,1,1,1,8,500,3000,125,39,3664
69,2,2,1,21,662,4000,146,51,4859
275,4,3,3,4,3350,5950,1190,76,10570
50,1,1,1,13,550,2180,200,28,2958
46,2,1,1,3,250,970,42,13,1275
455,3,2,4,0,0,11000,1834,166,13000
285,4,4,3,16,1100,4500,359,58,6017
36,1,1,0,6,423,2680,47,34,3184
62,2,2,2,4,720,1720,120,22,2582
47,1,1,1,5,515,2800,0,12,3327
44,2,1,1,3,192,1020,0,13,1225
43,1,1,1,13,1150,2000,76,26,3252
130,3,2,2,0,0,3400,299,52,3751
600,5,8,0,0,0,6900,1467,104,8471
84,3,3,2,15,1300,8700,375,111,10490
215,3,4,2,9,1800,7000,450,89,9339
230,4,5,4,7,3240,12500,917,159,16820
90,2,1,1,0,0,1450,34,22,1506
114,3,3,2,4,878,2400,272,31,3581
170,2,3,3,6,2500,5950,417,76,8943
86,3,1,1,5,1000,2200,116,28,3344
350,3,4,4,0,0,3500,325,53,3878
325,4,5,4,1,4950,15000,2209,191,22350
200,4,4,3,2,3700,5000,0,64,8764
364,4,5,4,2,2199,5500,3243,70,11010
100,2,1,0,0,0,1800,275,28,2103
33,1,1,0,11,290,600,10,8,908
70,2,1,1,0,60,2100,0,32,2192
30,1,1,1,5,610,2300,134,30,3074
285,4,4,4,9,2750,8000,1750,102,12600
52,2,1,1,6,596,2264,38,29,2927
400,4,3,2,0,0,3390,400,43,3833
102,3,2,2,1,1300,2000,284,26,3610
50,1,1,0,0,0,1300,100,20,1420
28,1,1,1,4,537,3076,80,39,3732
58,1,1,1,2,1500,2800,334,36,4670
32,1,1,0,6,350,1600,0,21,1971
52,2,1,1,3,450,2400,78,31,2959
210,5,4,1,0,0,15000,1667,226,16890
244,5,7,4,12,1600,8000,500,102,10200
170,3,4,2,5,1850,4600,359,59,6868
163,3,3,4,7,2900,9000,830,115,12850
107,2,1,0,1,480,4950,55,63,5548
90,3,2,2,1,950,2800,234,36,4020
120,3,4,0,0,250,3200,226,41,3717
264,4,4,4,9,3200,14450,1792,184,19630
47,1,1,1,6,590,2700,120,35,3445
278,4,4,1,6,2118,6000,547,77,8742
56,2,1,1,2,420,1050,24,14,1508
22,1,1,0,25,385,2100,40,27,2552
49,1,1,0,4,350,3000,0,39,3389
150,3,4,1,0,0,4250,491,64,4805
30,1,1,0,3,340,920,0,12,1272
200,3,2,2,0,0,4700,184,71,4955
93,3,2,2,4,1459,2300,191,30,3980
73,2,2,1,15,700,1350,150,18,2218
130,3,2,1,6,1550,5500,300,70,7420
280,3,2,0,7,2300,3000,417,39,5756
37,1,1,1,6,510,2734,0,11,3255
330,4,3,0,9,4400,10000,1084,127,15610
85,2,2,0,0,0,1700,0,26,1726
49,2,1,1,5,300,1700,21,22,2043
44,2,1,1,17,394,1481,0,5,1880
89,3,1,1,5,820,2050,150,26,3046
52,1,1,1,15,1218,5000,284,64,6566
70,2,2,2,6,1214,2748,144,35,4141
78,2,2,1,8,586,1680,63,22,2351
240,7,3,4,0,0,6000,834,91,6925
140,3,2,2,13,1700,4700,686,60,7146
300,4,6,4,20,3700,12000,1584,153,17440
119,3,2,2,0,0,2860,207,43,3110
195,4,2,3,15,1475,2500,307,32,4314
95,2,2,0,1,621,1550,82,20,2273
51,1,1,0,11,900,4950,125,63,6038
680,4,5,8,0,0,10000,217,151,10370
82,3,2,2,5,915,2100,252,27,3294
198,3,3,1,4,3200,10000,363,127,13690
75,2,3,2,10,1642,6000,400,77,8119
320,4,3,4,5,3000,5200,292,66,8558
200,3,3,2,7,3000,4000,770,51,7821
67,2,2,1,14,940,1350,94,18,2402
220,4,2,1,2,1340,6000,17,77,7434
284,4,3,3,4,2340,6000,483,77,8900
80,3,1,1,15,820,2250,44,29,3143
170,3,3,3,0,0,4200,239,64,4503
145,3,3,0,1,1856,3738,445,48,6087
64,2,2,2,4,1300,4500,440,58,6298
390,4,4,4,0,0,8000,1305,121,9426
50,1,1,1,10,718,1600,13,21,2352
64,2,2,1,7,1182,6950,276,89,8497
40,1,1,0,0,180,850,41,11,1082
65,2,2,1,0,120,1850,0,28,1998
78,2,1,0,1,325,800,48,11,1184
42,1,1,1,5,330,2100,107,27,2564
50,1,1,1,0,0,1750,0,27,1777
49,2,1,1,14,460,1800,105,23,2388
46,2,1,1,6,280,1434,9,19,1742
32,1,1,0,7,300,1800,0,23,2123
360,7,6,6,0,0,5270,245,80,5595
37,1,1,0,0,0,1180,57,7,1244
54,1,1,0,5,730,1500,0,20,2250
124,3,2,1,4,1070,2750,289,35,4144
114,3,2,2,9,900,3780,100,48,4828
101,3,2,1,5,780,2800,91,36,3707
450,5,5,4,0,0,5740,520,87,6347
126,2,2,2,8,1000,2300,263,30,3593
54,2,1,1,2,350,1869,0,7,2226
48,2,1,1,10,400,1650,51,21,2122
280,3,5,3,0,0,5700,436,86,6222
164,3,4,2,13,2900,12500,915,159,16470
113,3,1,1,5,1000,3000,50,39,4089
72,3,2,2,10,560,3500,185,45,4290
500,4,3,5,0,0,12000,84,181,12270
140,2,1,1,7,870,2600,580,33,4083
260,4,5,5,3,3428,11000,2441,140,17010
40,1,1,0,0,0,780,17,12,809
62,2,1,1,3,480,650,69,9,1208
42,1,2,1,6,690,2500,313700,32,316900
565,4,5,6,0,2337,14850,2112,224,19520
500,5,5,8,1,0,9800,92,148,10040
178,3,5,2,8,2400,2468,342,32,5242
30,1,1,0,15,700,1650,0,25,2375
250,3,3,2,0,0,9500,609,143,10250
35,1,1,0,1,250,1305,0,17,1572
120,2,3,2,5,1800,11500,250,146,13700
190,4,4,2,4,2000,3200,134,41,5375
420,4,6,4,1,4200,14000,1417,178,19800
40,1,1,0,0,0,1350,80,21,1451
57,2,1,1,3,526,1300,3,17,1846
38,1,1,0,19,583,1000,46,13,1642
174,3,4,1,0,0,5054,439,26,5519
92,2,3,2,5,1260,4200,275,54,5789
80,3,1,4,0,0,5500,0,83,5583
50,1,2,1,3,1085,2826,39,9,3959
100,3,2,2,2,1800,2000,422,26,4248
70,2,1,2,7,543,1400,156,18,2117
210,4,2,2,0,0,8000,684,121,8805
35,1,1,0,5,400,1900,50,25,2375
50,2,3,0,0,0,1740,84,27,1851
109,3,2,1,11,1400,4250,109,54,5813
80,2,3,0,6,1312,3300,427,42,5081
69,2,1,1,2,270,800,40,11,1121
253,4,5,3,16,2100,4100,0,52,6252
74,2,2,1,9,1000,5850,300,75,7225
210,3,3,0,0,0,3050,300,46,3396
70,3,2,1,3,380,1290,92,17,1779
390,3,3,3,1,3056,6700,687,85,10530
30,1,1,0,9,385,1965,459,25,2834
76,3,2,2,8,679,3500,201,45,4425
128,2,3,1,4,755,4339,85,55,5234
50,1,1,0,0,0,1200,84,19,1303
100,2,2,1,10,1300,1979,225,26,3530
237,3,5,3,8,2200,5500,917,70,8687
80,2,1,1,3,418,1000,0,13,1431
108,3,2,2,3,823,3000,350,39,4212
50,1,1,0,6,467,1209,129,8,1813
70,1,1,0,0,0,1475,90,23,1588
156,3,3,5,0,0,4000,0,34,4034
217,3,4,4,17,2400,14500,910,184,17990
82,3,2,2,2,1100,1500,159,20,2779
52,2,1,1,7,590,1200,65,16,1871
620,4,5,5,8,7963,15000,5160,191,28310
320,3,4,4,7,3440,15000,1659,191,20290
66,2,2,1,2,536,2270,76,29,2911
200,4,4,4,0,0,4500,450,68,5018
113,2,2,1,6,1000,3000,50,39,4089
170,4,2,1,3,2437,5200,570,66,8273
45,1,1,1,3,520,3200,105,41,3866
47,1,1,0,2,426,420,260,6,1112
80,2,1,1,18,550,1500,167,20,2237
260,3,5,4,12,2227,7000,1468,89,10780
122,3,2,3,11,1415,1650,334,21,3420
84,3,2,2,7,900,2640,740,34,4314
28,1,1,0,9,390,2300,59,30,2779
155,2,3,2,0,0,4000,377,61,4438
58,2,1,1,2,590,1805,150,23,2568
52,2,1,1,3,340,1138,0,9,1487
75,2,1,2,1,1250,1600,135,21,3006
72,3,1,1,1,470,1075,49,14,1608
260,3,4,4,4,5000,12000,0,153,17150
35,1,1,0,1,0,1650,0,21,1671
25,1,1,1,8,0,4000,0,51,4051
216,4,5,3,2,2300,3000,1084,39,6423
215,4,6,3,2,2100,5700,959,73,8832
750,4,6,2,0,0,15000,2041,226,17270
80,2,2,2,0,50,1850,173,28,2101
50,1,1,1,5,750,1160,185,15,2110
50,2,1,1,2,530,1200,109,16,1855
340,2,4,3,14,4900,15000,917,191,21010
126,4,3,4,0,0,3300,167,50,3517
450,4,6,2,0,0,4900,486,74,5460
32,1,1,0,1,400,1990,0,26,2416
142,3,2,1,14,1950,8500,194,108,10750
70,2,2,1,14,849,4500,150,58,5557
